ID,UA_Name,UA_Country,UA_Continent,Housing,Cost of Living,Startups,Venture Capital,Travel Connectivity,Commute,Business Freedom,Safety,Healthcare,Education,Environmental Quality,Economy,Taxation,Internet Access,Leisure & Culture,Tolerance,Outdoors
220,Sarajevo, Bosnia and Herzegovina,Europe,9.6925,8.659,2.584,0.0,1.207,5.708000000000001,2.580333333333333,7.132999999999999,6.525666666666666,0.0,3.666,2.088,9.118,4.6475,5.9345,7.7365,2.8705000000000003
221,Saskatoon, Canada,North America,7.159500000000001,5.042000000000001,3.1145,0.0,1.2585000000000002,5.8055,8.966,6.638000000000001,7.513999999999999,5.344000000000001,7.757999999999999,5.8405000000000005,7.2745000000000015,4.890000000000001,1.0,7.335999999999999,0.5
222,Seattle, Washington,North America,2.291,3.79,8.367,7.551000000000001,2.8845,4.523750000000001,8.671,5.6365,6.309666666666666,5.7145,7.560250000000001,6.5145,4.772,4.940499999999999,8.1155,8.0895,7.2094999999999985
223,Seoul, South Korea,Asia,6.142500000000001,3.698000000000001,5.283500000000001,4.066000000000001,6.155999999999999,5.718999999999999,8.279333333333334,8.305,8.549,6.8655,6.787000000000001,5.561,6.6075,7.637,8.200000000000001,4.484,5.776
224,Seville, Spain,Europe,8.095500000000001,6.961,1.1475,0.0,3.4770000000000003,5.567000000000001,7.1196666666666655,8.929499999999999,8.221333333333332,4.259500000000001,7.220749999999999,4.296,3.894000000000001,6.1895,7.416,9.265,3.0330000000000004
225,Shanghai, China,Asia,5.744,7.179,5.7255,9.288,6.862,5.0845,3.8956666666666666,7.2085,6.206,5.6995000000000005,2.83875,6.103,1.4959999999999998,2.636,6.693499999999999,2.741,5.717499999999999
226,Singapore, Singapore,Asia,1.745,3.4890000000000003,9.103000000000002,8.697,2.982,5.42725,9.724666666666666,9.9715,7.682666666666665,8.2465,7.95425,7.478500000000001,9.959,8.447,7.422499999999999,6.494999999999999,5.834
227,Skopje, Macedonia,Europe,9.740500000000004,9.11,2.994,0.0,1.678,5.7365,6.882333333333333,7.2795,6.628666666666668,0.5,2.6492500000000003,4.1225000000000005,9.475,4.520499999999999,6.208000000000001,4.2895,3.302
228,Sofia, Bulgaria,Europe,9.306,8.55,4.691,3.1550000000000007,2.6665,5.622,5.295333333333333,7.550499999999999,5.586666666666666,2.0145,4.99925,3.25,8.720500000000001,6.272500000000001,5.318499999999999,6.740500000000001,4.0565
229,St. Louis, Missouri,North America,6.958,5.504,5.424000000000001,3.885,2.5315,5.085500000000001,8.671,3.880500000000001,6.669999999999999,5.2715,7.37425,6.5145,4.062,8.909,7.642500000000001,4.376,4.8285
230,Stockholm, Sweden,Europe,4.865,4.36,6.267,6.229,6.2255,5.685500000000001,9.568999999999996,6.8865,8.039333333333332,6.6675,8.99175,5.694499999999999,2.7495000000000003,7.6135,6.797499999999999,5.719500000000001,4.494
231,Stuttgart, Germany,Europe,6.314000000000001,5.673000000000002,3.7565,1.936,5.9645,6.205499999999999,9.072333333333331,8.269500000000003,7.851333333333333,5.0505,7.225,5.373500000000001,3.9035,5.124,5.556,7.533499999999998,3.9495
232,Sydney, Australia,Oceania,1.9865,4.128,8.726500000000001,6.427000000000001,3.285,4.851,9.399666666666668,7.5710000000000015,8.033666666666665,6.725500000000001,7.81675,6.0695000000000014,4.5885,4.7365,6.2275,7.032500000000001,6.2635
233,Taipei, Taiwan,Asia,7.977,5.644,5.468500000000001,2.7810000000000006,2.5105,5.6065,8.341666666666667,9.542,5.905333333333333,5.589500000000001,6.23575,6.6355,7.333,5.2315000000000005,7.2635,8.0435,5.5885
234,Tallinn, Estonia,Europe,8.376500000000002,6.931000000000001,5.356,5.829,1.9705,5.932500000000001,8.129333333333333,9.4255,7.366333333333333,5.355,7.825500000000001,4.1850000000000005,5.341,5.202,7.0235,7.838500000000001,4.5355
235,Tampa Bay Area, Florida,North America,5.696,5.253,6.347,3.778000000000001,2.9055000000000004,1.40075,8.671,4.706499999999999,6.572999999999999,4.2805,7.37875,6.5145,4.772,7.195,6.433999999999999,5.360000000000001,5.497
236,Tampere, Finland,Europe,6.936,4.622,2.606,2.5490000000000004,2.848,6.3495,9.450666666666669,8.689000000000002,8.316333333333333,5.3895,8.922,3.921,4.8785,5.792000000000001,4.187000000000001,8.290500000000002,4.571000000000001
237,Tartu, Estonia,Europe,8.961000000000002,7.47,2.778,0.0,1.414,6.441,8.129333333333333,9.3765,8.395,5.4035,9.416,4.1850000000000005,5.341,4.3005,4.081,7.483,3.499
238,Tashkent, Uzbekistan,Asia,5.0,0.0,1.783,0.0,2.7375000000000007,0.0,5.175333333333333,8.9045,3.693333333333333,0.0,6.555499999999999,5.5375,6.0145,1.2425000000000002,3.1760000000000006,6.1705,4.2425
239,Tbilisi, Georgia,Europe,9.4905,9.765,3.1485000000000007,0.0,2.2510000000000003,5.64425,7.863333333333332,9.506,5.052333333333334,0.8625,3.19675,4.2525,8.055000000000001,4.087,4.919,8.197499999999998,5.477500000000001
240,Tehran, Iran,Asia,8.302999999999999,9.544,4.386500000000001,0.0,3.175,3.7995,4.342666666666666,6.792999999999999,5.312333333333332,0.51,2.9425,3.9435,4.0525,1.5759999999999998,6.521,4.2225,5.499999999999999
241,Tel Aviv, Israel,Asia,4.91,4.370000000000001,7.3265,9.16,3.345,4.994249999999999,6.789999999999999,8.0065,8.338,3.766500000000001,6.02675,5.0265,6.9175,2.566,5.3335,5.516,5.4125
242,The Hague, Netherlands,Europe,6.053000000000001,4.653,3.864,1.107,8.000500000000002,5.061000000000001,8.836666666666666,8.789000000000001,8.213999999999999,4.306500000000001,8.283750000000001,5.053000000000001,4.954999999999999,6.5135000000000005,5.0145,8.552999999999999,4.924
243,Thessaloniki, Greece,Europe,9.3775,6.6000000000000005,3.250000000000001,0.0,2.2604999999999995,5.91375,6.168999999999999,7.992,7.508999999999999,3.1635,3.33825,3.3199999999999994,4.1665,2.596,7.689000000000002,7.523499999999999,4.665000000000001
244,Tokyo, Japan,Asia,5.657000000000001,3.431,6.297000000000001,3.962999999999999,8.1515,6.0075,8.377666666666666,10.0,8.82633333333333,6.980500000000001,5.955750000000001,3.7235,6.033,4.835000000000001,9.342000000000002,7.194500000000001,6.5225
245,Toronto, Canada,North America,4.66,5.271,9.981,7.602000000000001,4.335000000000001,4.683000000000001,8.966,7.693500000000001,8.063666666666666,7.602500000000001,7.1775,5.8405000000000005,7.2745000000000015,4.383,7.826,7.928000000000002,5.594
246,Toulouse, France,Europe,7.544,4.552,3.577,2.042,5.1265,5.06775,8.088333333333333,6.967,8.831999999999999,4.442,5.079750000000001,4.2045,2.648000000000001,4.622000000000001,4.1370000000000005,7.6335,3.3040000000000003
247,Tunis, Tunisia,Africa,9.968,9.998,2.969,0.0,2.6080000000000005,5.614500000000001,6.621666666666667,8.291500000000001,6.2926666666666655,0.5,3.27975,3.0920000000000005,2.599,1.0725,5.742500000000001,4.727,5.365500000000001
248,Turin, Italy,Europe,8.069500000000001,5.612,3.250000000000001,0.0,3.1495,5.60925,6.189666666666666,6.252000000000001,8.367666666666667,4.1015,3.8855,3.3625,2.4365,2.369,7.061,5.777000000000001,5.705
249,Turku, Finland,Europe,7.534000000000002,5.07,1.8795,1.773,3.224,6.7285,9.450666666666669,9.1755,8.712666666666667,5.347499999999999,9.10475,3.921,4.8785,6.6825,5.0975,7.751499999999999,4.5375
250,Uppsala, Sweden,Europe,7.16,5.442,1.4285,0.0,4.7485,5.9750000000000005,9.568999999999996,7.850000000000001,8.152666666666665,5.2045,8.5815,5.694499999999999,2.7495000000000003,5.854,3.427,6.950500000000001,3.4665
251,Utrecht, Netherlands,Europe,5.4665,4.604,3.915,1.9290000000000005,8.0725,5.9902500000000005,8.836666666666666,8.631,8.394,5.5915,8.0955,5.053000000000001,4.954999999999999,6.676,5.373,8.5655,4.6965
252,Valencia, Spain,Europe,8.135500000000002,6.872,1.747,2.583,3.4840000000000004,5.809000000000001,7.1196666666666655,7.786499999999999,8.885666666666665,4.266000000000001,5.94225,4.296,3.894000000000001,9.14,7.078000000000001,7.935,6.331500000000001
253,Valletta, Malta,Europe,3.1530000000000005,0.0,3.9095,2.148,1.889,0.0,5.377,8.518,8.107,2.8195,3.77575,5.5395,5.783499999999999,3.2015,5.827,7.562999999999999,4.716999999999999
254,Vancouver, Canada,North America,4.080500000000001,5.259,8.17,5.8420000000000005,2.771,4.93675,8.966,7.5695,8.037666666666665,6.889000000000001,8.42325,5.8405000000000005,7.2745000000000015,4.550500000000001,5.7170000000000005,8.295,7.4
255,Victoria, Canada,North America,5.696,5.703,4.479,2.719,1.4945,5.226000000000001,8.966,7.808000000000001,7.693,5.3815,9.29475,5.8405000000000005,7.2745000000000015,6.194999999999999,4.523000000000001,8.7825,4.3555
256,Vienna, Austria,Europe,6.314000000000001,5.111,5.798000000000001,3.6350000000000007,8.0315,6.21325,7.596,8.5965,8.198,4.854500000000001,9.27,4.663,2.666,6.173,8.521500000000001,8.963999999999999,5.294499999999999
257,Vilnius, Lithuania,Europe,8.621,7.576,4.223,2.8280000000000003,2.105,5.9277500000000005,7.600333333333332,8.857,6.330666666666666,3.7,8.71775,4.691,6.592499999999999,7.9265,5.198500000000001,7.393,4.106
258,Warsaw, Poland,Europe,7.8695,8.192,6.121500000000001,1.853,3.864,5.202999999999999,5.7043333333333335,8.6995,6.881666666666666,4.668500000000001,6.388999999999999,4.7615,5.097,6.0,7.3355000000000015,4.636000000000001,4.961
259,Washington, District of Columbia,North America,1.2105,3.5949999999999998,8.774000000000001,8.056,4.505000000000001,4.457000000000001,8.671,2.1915,6.257999999999999,5.968500000000001,6.99375,6.5145,4.062,3.825500000000001,10.0,6.5495,5.023499999999999
260,Wellington, New Zealand,Oceania,5.134499999999999,5.161,2.4715,1.753,0.8525,6.039750000000001,10.0,8.223,8.078333333333331,4.756,9.60925,5.505500000000001,5.9315,5.1745,4.599,8.116000000000001,6.397
261,Winnipeg, Canada,North America,7.552500000000001,5.882,3.7965,0.0,1.4754999999999998,5.104500000000001,8.966,6.0155,7.755666666666667,5.344000000000001,5.67475,5.8405000000000005,7.2745000000000015,4.902500000000001,4.688,6.659000000000001,4.243
262,Wroclaw, Poland,Europe,8.452,8.434000000000001,3.5860000000000003,2.386,2.2445,4.954750000000001,5.7043333333333335,8.165500000000002,6.7813333333333325,4.161500000000001,4.96475,4.7615,5.097,5.761500000000001,4.7495,3.9045,4.085
263,Yerevan, Armenia,Asia,9.6945,9.431,3.9265,0.0,1.7870000000000004,5.64925,6.501,8.873000000000001,5.102,0.0,4.439500000000002,3.458,8.055000000000001,3.9,4.737000000000001,7.346500000000001,7.7765
264,Zagreb, Croatia,Europe,8.91,7.193999999999999,4.453,1.775,2.028,4.830000000000001,5.720333333333333,8.6575,7.266,3.211,7.331500000000001,2.2365,7.993499999999999,5.0335,4.9945,7.954500000000001,4.809
265,Zurich, Switzerland,Europe,1.473,1.0,6.203500000000001,3.872,7.733499999999999,5.839499999999999,8.888,9.0665,7.670333333333332,7.2875,8.642999999999999,6.552,6.4285000000000005,7.2675,4.9655000000000005,8.7845,5.401
266,Milesberg,Papua New Guinea,Asia,1.171,5,2.7619759,4,0.70993,3.6429510959221,4,7.105725815,8,3,8,6.3783,6,9,3,8,5
267,Valentinemouth,Iran,Africa,6,1.4287154697,0,7.7415264,2.885586,4,3,7,7.16673283112,1,6,2,10,8.758137216597756,0,9.58987860400958,5.61
268,Charlesfort,North Macedonia,Australia,0,5.371927884,4.2,10,10,0,1,2.821001053273,3,1.2464128,8,9,8,8,5.93998,5.453802870176557,2.5125228364
269,Gilbertville,Egypt,South America,4,2,8.316,7,10,0,7.109,7.01451589153543,6.0,2,3,7,2.3662522,9,8,5.0,3
270,Melissafurt,Kenya,South America,6,1.1477972,9,4.7517694,1.544544,4,3.0,6.52650017,2.660358663405091,6.785734,0.211919487348,3.05832611607063,0,5,10,0,8.0
271,Port Cindy,Mexico,North America,2,9,6,1.7900150759297873,8,5,0,0,7,7,2.04,1.9456997,9.25662338588,6,10.0,8.0,9.85113260405
272,Port Tonybury,Zambia,Australia,0,8,9.3017752448332,3.6909,4.8037589,10,0,7.3608319486,2.194,6.9145157771352,9,8.1,2,0,9.4983,0.54,2.7352683271918
273,Robertview,Pakistan,North America,6.619586148464273,0.98257571819913,4,3,8,5.306,9.370466502969078,10,1,4.8,7,8,2.929985326688355,8,8.2455405,2.1132907502009157,8.8068799
274,Ashleyside,Dominican Republic,Asia,1,4.894,7,1,8,9,2,9.3267662198753,8.85541015062,7.966862846004,2,5.99954873034,3.954081,4.5621018,10,6,10
275,Lake Lisa,Saint Lucia,Europe,8,8.0,5.774177514942579,4.675855,9,7,5.165,0.88583952353059,4.394940665,9,9,2.249296869,9.5509921381607,0,4,0.91,4
276,Port Jamesfurt,Cote d'Ivoire,South America,9,1.745656397538,7.2142,5.847955,6.11,7.012437572552,9.0,0.10295366142,3,0,0,6.5044131738596,1.221358651489582,0.4547547551744,3,6.863599412154,1.0747
277,East Tanya,Swaziland,North America,9.32643152,4,7,2.295130425,7.053,2.86,4,6.259441557525196,8.408863,4,0.4926207352165435,6.2088247218207,7,1,3.2460829807196054,0,3.9
278,North Amanda,Poland,Europe,5.58173,0.31022724,0.08589036392,2.4963402490196,6,6,0.1,0,4.85088222,8.4038,8.031,8.795156,7,9,2.181004112381805,1.26218138517,6.0
279,Andreaville,Saint Kitts and Nevis,Africa,0.245459987,9.9,10,5.656246024404,3.6826977365,5.33,7.2626226,5,8,8.7713003153586,8,1.4225,5.6623845,7.627410947085073,5.431116698750007,0.5731143052831,5
280,East Abigail,Singapore,South America,0,3.7208935973,2,2,9,3.166744269502797,8,5.48606,1.1329100524,6,0.36466179498,0.947396389,8,9.08877,8.374703,1,9
281,North Joshuaberg,Afghanistan,South America,2.803015,5.0,3.82897,8,4.091310235529909,0.7869459125152,8.6089,1.75,3,10,0,3.5136255058,2,5.637418477217069,6,0.604522550155685,4.132896427
282,Johnmouth,Russian Federation,Asia,7,9.83,7.78443114528341,7,3,8.4228,6,3.79862929952801,1.68,4.8,8,9,5.0,0,0,3,0.85
283,South Joe,Gibraltar,North America,3,10,5,6.557871820106702,9,1,7.435031,3,7.055171460584363,10,5.89,8.85867500305,9.9373,3.51404764,0,0.55153,8.1172099
284,Port Scott,Chile,North America,7,6.284557763287,9.2,9,2.0,0,2.10958416890596,3,9,5.99,6,1,4,8.516362,5,3.41364031,4
285,Joshuahaven,Paraguay,North America,4,2,4.8664976816,2,9.82974,5,8.0663272722328,6.39334139773483,2.6984507403452795,10,9,2,8,10,3.78553,5,4.82
286,West Ashley,Iceland,Australia,8,0.31,10,2.09456,9,9,0.347802518686445,9.2193211,2,2,7,7,8.85788,1.6812553555,3,6.0196,8.1
287,Wrightberg,Iran,Asia,2,1,6,2,5,2.942454571045197,0.91,8.72,2.044802,3,0.8584987452,1,10,1,4.64347826,0.97,0
288,Mayerbury,Bulgaria,North America,7,6.539584816,4,2,5.16352703503969,1.0771756,6,8.6571704566641,5,9.69,9,1,1.4707,2,2,9.2012426,0.26
289,West Kellyhaven,Algeria,South America,2.04,10,9.203953986254,3,9,9,10,10,6.1317478,4,8.10955,7.7,2,7.570902927,6.304277889433,3,10
290,North Douglas,Latvia,Australia,7.0,0,0,7.0170889123,0.090763463426,6.73,1,3,1.942835952825,9,6.1908592,1.33834583762,9,5.28617681893266,5,6.74,5
291,West Grace,Yemen,Australia,8.8128559,9.487162,4.02443488583,0.955620178531,9,3.446589,4.630537,5.769453,1,4,8,0.675807,3,7.3598736134,5.032425340861122,9,6
292,West Amy,Solomon Islands,Africa,1,9.51326607,5.772392732167,9,1,5,8,3,9,5,10,2,5,2,6,2.2959498347650484,7.468399302
293,Davidport,Tokelau,Asia,3,4,5.8037,0.881,0,0,9.194282151,2,5.02519,8,8,5.33509,9.85810492,3.99965,6,8,2.05308159715024
294,Tracymouth,Oman,Africa,2.363739094935423,0.7451723467,9.7363,5,8,9,6.55060727,3,7.79774091879991,1,5.512760894712,3,8.7,2.463,6.781453648050036,8,9
295,North Maxwellhaven,Palau,Europe,1.0500469352,9,4,7,3.0,4,2.0,0.8174446278,2,9,6,6.52314562162046,0,2.740061,6,8,0
296,Port Jerrytown,Morocco,South America,2,5,2.192791763652404,6.40428569,7.0,6.67807225752685,8,1.611889989,8.944792,5,1,0,10,10,9,1.28734,10
297,Bernardfurt,Kazakhstan,Europe,3,7.215993062,6,7,3,1,10,4,2,6,4,8.15917746965,10,1,9,5.676,1
298,Johnhaven,Switzerland,Europe,5.136,7.2,8.0228,6,6,10,0.48,4,3,7,0,8,5.5,9.726795445437,5,6.34102979603,2
299,Brownberg,Samoa,Europe,5.86,7,7.029,0,5.6006943726016,5.00536999,8.59737633721532,3.962,0,8,0.93,10,0.591698915,5.659040450348266,6.455308427413,4,9.80251992951451
300,Port Kellymouth,India,Europe,8.9,7.422695178,0,7.88669985527335,0,4,2.869159736997744,8.4118,2.13107159076797,7.97655,9,0.478655843134257,3,4.780651768559988,5.7702261489302,7.67,6.91
301,Andersonmouth,Bolivia,Europe,1.9522087473,5.5498611941,8,9,4.1929,6,3.006678585008802,8.4221171,4.916727831501704,4.963569253,5.56751524889,4.04221,5.264540642295,4,8,0,9.82791202876051
302,Shawnside,Serbia,Europe,8,6.3776810043388,4.61,8,9,7,4,0,2,4.614719339291,3,8,1.8945455,5,9.686,9,10
303,East Robertburgh,Antarctica (the territory South of 60 deg S),Europe,9,7,3.66231358,4.4575026,4,0.707321295205,9.14470864737,4.1519,10,6.398697794,9,10.0,6,6,7,1,5.081020176473
304,Johnsontown,Tanzania,South America,9.59766407473985,5.005724717135022,6,8.647,3.1001,1.054,8,2.785,1.0,9.627936236696993,3.437644606685434,1,7.1549955503,2,8.03,5.1,6
305,West Feliciaview,Portugal,Europe,2,7.3582008,9.4737,9.86224817947051,6.149618871,5.5549364326,6,0.68696386743,6,6.541752667863006,0.7200094877,7.0,9.9700789214,8.4938696949584,5.778328,3,2
306,West Wayne,Indonesia,Australia,3.836953975132,0.333818,6.0,7,4.5,1,4.802961803632,1.06567212228,10,5.74093425,0.25,7.5422029486,2,2,3,5.97156522937,9
307,New Tommy,Bolivia,North America,8.618237030854878,4,2.0,2,3.48299704,1.0,8,5.128014798,0.16876341,3,6.963,4,3.061349896466,1,9.447332906153,6,5.325198556
308,Hickmanburgh,Estonia,Asia,8,3,2,0,0,6,8.21773499029,6,1,8,9.6062588229,4,4,8,5,4.0,3
309,Marybury,Comoros,South America,8.54,5,0,7.0,5.346350061964235,1,5,4,2,2,5.29651956367,5.182571603,9,3,10,2.51836,7.1574
310,Mendozafurt,Palau,North America,8.92421213465871,7,5.736835446302,6.017718535204629,10,6,5,2,7.798521,2,8,5,10,4,10,6.8256818365,6.147264986
311,Georgeberg,Palau,Asia,3,5,5,4.630519681922,4.7720451173016,4,8.85754534806,2.3178313454888,9,3.4660743317778,5.2904747787,10,0,10,4.30514,3,10
312,Heathermouth,Turks and Caicos Islands,Asia,5,0,5,6,6.638695,8,3.536357787329568,7.0,9.08871601291,0.3598601033417836,1.1004516,10,4.115733944619,7.21226889577,7,6,6.7
313,East Kristinchester,Czech Republic,Africa,1.65,2,4.56939839818195,1,4.330379438,3,7,5,7,10,8.959199631454,3,2,1.988231,9,4.2,2.16826
314,North Robert,Brunei Darussalam,North America,4,10,9.36267451537,2.3791163123,8,0.80385,5,4,3.762541264688095,4.67941458221,0.528784,9,9.458596351618,1.0,3,6,2
315,Sheppardland,Malawi,North America,9,9,3,10,6,5,9.0,10,1.4,7.0,0.498671025686,0,4,4,3.3955531957,3.7262375856894128,6
316,Jasonville,Dominica,South America,3,8,3,3,5,3.333,4.3,4.36560645,8.0289798868589,5,7.183002686,3.0572785,2.89612439,2,9,6.3,9.95097413305
317,South Kathryn,Cayman Islands,South America,2,3.110759,0,9,0.506456790761125,4,1,0.7,4,4,3.681047351592085,7.0,3.8310429617,6,8,4,8
318,Jensenton,Paraguay,Australia,1,8.292,1.55440658034,3.45,8.0,10,0.91794971406,1,7,9.8455,9,5,3,2,1,9.15191,7
319,Billyfurt,Israel,Asia,0.935371,4.279816,6,8.64,7,10,3.36774475676,0,10,8.8621,3,2.4,5.835,5.275934974,0.608222259574144,5.0,6
320,Hinestown,Niue,Australia,0.79623109487,5,5.3047752,6,1,10,2,6,3.7037019537909845,2,4,6,0.084867152,4.004,2,0,1.720918464250321
321,South Kim,Niue,South America,1,6,0.160449,2.0,1.5436,3.1004541670837216,2,5.30183,6.0,5.49314941,8,0.5750960922281534,1,1,3,10,2.9744
322,Hesterfurt,Haiti,North America,5,3.0721190039,0.581464453556786,7,8.8813251,5,2,7.6388452922,0.508656773155,8,4.4075,0,9.803512954711,4,3.498800772,9.55032,0
323,West Scott,Cook Islands,Asia,9,5.2908806104578,0,10,8,0.55255,7.896143549285,1.114,0.655004770688064,5,8,4.885,7.2813,1,4.3232561337,2.425947594136,5.546101455545545
324,East David,San Marino,Asia,5.48425192425114,7,0.420155,7.4308043766,9,1,4,4.1,3.1811616940984844,8,5,1,4,4.5769296645,8.3,9,9
325,Torreschester,Greenland,Australia,9,1,2.57456,3.11878888377,1.52253323,9.859540332329463,7,1,2.9510449808,4.936557732383887,1,5.319,4.5517,3.448882326261,7.859,3.1842857129,9.1582485
326,Colleenville,Djibouti,Asia,3.918293773006163,1.0766749651,7.844427,1.52763,5,3.7484,8.659,1.066508,6,5.266323836974217,1,1.20674212941,0.200968239745446,6,10,0,10
327,Proctorchester,Wallis and Futuna,North America,2,4,6.17634663298,4,2.0,9.5962623,8.659350895937,5,6,4.256245408994519,9,2,7,9.0786349,1.01827254,3,2
328,Scottberg,Japan,Europe,7.8,1.3146752,10,3.6,0.69247,4.315476228,8.0017612889,5.9982108773818075,8,7,7.536331,1.057283137,7,2,4.5170571,6.68591,8.77829825147443
329,Port Julie,Isle of Man,South America,2.38,1.0398,2,6,9,3,2.918,1,7,2.36832308038,9.091361959,4,7.33,2,6,9.758463081362985,7
330,South William,Ethiopia,Australia,9,1,4,7,10,8,8,5.52915,3,3.00054709,0,0,4.610214972614393,1.0,5.0832672,4,5
331,Bethanyside,Singapore,North America,6,9.224,8,3.5142052,3,3.6167615408848865,8.94613015508,6,5,5.253568,4,4.575546,7,0.228,9,3.7900275,8
332,West Jessica,Haiti,South America,6,3,2,5.140626144,7.026590932,10,2,6.44732,7,6.3123868964721,10,1.83466741212,6.8700645523,2.41,0.5,4.147,10
333,Ryanmouth,Vanuatu,South America,9.108635,7.17361935,4.37176,9,5.87,7.88,1.82,1,7.97966505,3,0,6.82,6.25076917624,10,2.59023530287,8.30251690918985,0.342845133719007
334,South Carlosberg,Sri Lanka,Africa,9.7757992,2.624974,1,8.578568719626313,7,2.86682,1,7.317322380285551,8.5047,4,3,3.3521018755416265,6.324975,6.473387,8.0,7.635002686,0.289608
335,Knightchester,Portugal,Asia,8,4,2,3.6065973323,10,2,1.98858902439,3.572896519842729,4,9.5229801128,5.312682157,1.6,9.1141707,10,0,0.439,9
336,South Maryfurt,Kyrgyz Republic,Australia,4.44035,9,9,1,7,3.936333046243,7,6,8.246751894190206,8.610065,9.0,6.742847654555224,10,5.352953663023182,5,3.5039527884,3.0354
337,West Phillipland,Lao People's Democratic Republic,South America,1,7.1228,8,8.7870026033,6,3,5,10,4,4.8051508796303,9.357356779132603,7.09255,0,0,3.70347571673892,7.59804,4.33
338,Brianshire,Belarus,Australia,2.2191509653865236,5,6.4817883869755,4.06,3,5,1.922024667513,7.90372796647884,8,0.0,8.7550173,0.405452539490545,3.606771915,2.998679757,3,8.684728926251653,5.8984937
339,New Scott,Congo,Africa,5,4.830322244833849,5,8.964,9.70087997051,2,1,5,2,4.797,0.4025581839,2.970011552814583,1.3,2.872668789,8.32353824089711,3,4.4124
340,Petersonton,Georgia,Africa,1.2455282942,6.965982,2.51,0,2.0,5,2.4096,5.50279275,8,3,1.33140720863747,9.163191,3,2,3,9.33445146299804,10
341,Lisamouth,Senegal,Australia,4,2,8.4,6,4.244,0.968181983382517,0.12829,0,3.2159093477,8,3,0,2.4339094958376184,7.13,4.14834374,3.02467716699704,1.28657371518
342,Dennishaven,Oman,Asia,5,2.648591370244121,4,3.1778604,3,2.0,2,3.002845863,4.6,9,2.9896,6,1,6,5.755320931493451,7,3.844781
343,Carlamouth,Peru,Africa,8.214838711219185,1.398898,4,1.37105824,8.901473,10,4,7.080890448842246,6,7,7.31333585091,2,0.718137,0,5.16167484839,4,8
344,Thomastown,Bahamas,Europe,1,4,5,4,6,4,9.549878432846,0,3,8.0,1,10,3.334206508793591,10,5.84033,0.8459,6
345,Jamesport,Namibia,Asia,6,8,2,7,4,5.6282,1,6.751525039845,3,9,3,4,7.83472,8.59277,1.399825903818,0.1,0.9795939267
346,Beanburgh,Mali,Australia,6.14,5,4,6.30922514736,3,2,3,3.20409607315,9,10,6,3.36553362061286,0,7,4,8.1717,0.9676
347,East Davidside,Bangladesh,Asia,5.3942,2,10,3,1,3,5,10,1,8.7292801532019,1,9.09336,0.494,6.5935838,5.5032828,4,4
348,Kevinmouth,Antigua and Barbuda,Asia,6.2846578,2.29299983649,3,4.95597308553574,5,7.6796611876828,10,4.89,6.070521342,3,9.181516584147232,6,0,6,8,5.5496826616363,4.39221237388
349,New Bobby,Netherlands,Asia,6.0,5,0,2,4.9159,4.689163941058,3.18500944,7.29,7,0.5611,0.97752635,3.2219,0,5,8.524,3.66,7.27
350,New John,Netherlands,Africa,5,9,2.276164,2.11,10,2,3,8,6.323019822955295,4.020670123298204,0,5,8,1,0.1416064539806061,2.4871356908302,1.91176
351,Port Keithchester,Mayotte,North America,9.991236894,2,1,10,6.0303528826244515,9.0,5.6440562,7.45181498,2,10,5,6.492524508383,8,3,2,8.450475,9.845810242891593
352,North Joshua,Heard Island and McDonald Islands,Africa,7,1.903,2.27978651841,1,4.85785,6.7342760230093,7.959,4.17023,6.717636904909366,0,8,4.39735112559488,0,1.05,1.28,8.0,2.3516
353,Hamptonborough,Luxembourg,Africa,9,9.0062852787,3,1,3.31633900292507,9.21220444238,10,7.25108716,4.1487869844849,4.10164688,5.6037341316258,9.09723182612989,3,8,3,1,5.1476082220365
354,West Steven,Norfolk Island,North America,1.983838,9.1163,7.4741211519191,2.3072,7,9.48675312,8,5.946636641802,5,8,2,5.54,2,3.74671541,0.7939839297,10,0.39947583541797
355,Holttown,British Virgin Islands,South America,7,3,9.63,2,9.314705782,0,2,3.316,2.6011299380494,4.99957036353,7,9,0,1,9.0,9,7
356,New Douglas,Samoa,Europe,1,10,0.3618296297,3,9.9461277410039,7.6,9,6,9,1,10,0,1,5.9,7.5257796256932,4,2.1064
357,Karenshire,Greece,North America,8.4,6.767431,9.5625272,2,0.969,4.448909287917874,5,5.492744465,8,0,6.034,7,7.09,0.15378657288446,3.63711799407,4,2.8907852712912
358,New Erika,Denmark,Australia,0,2.58015034148108,7,4,6,1.15068403642,2.74431799185349,7.522985754,9,6.43,3,1,4,5,6.793075796271513,0,1.1
359,Port Michaelfort,Kenya,Asia,9.215819693,8,0.1674457442,4.89532757290855,9,2.8433708525,4.02902946,2.0,7,1.030421718018486,2.3328811,10,0.2075301,6.524686546986947,8,2,5.739341184
360,North Lauraburgh,South Georgia and the South Sandwich Islands,Australia,9.8392534,8.275146896,0.74262458355399,7,0.512322281898796,3.9288022611043,0,3.6459902,9,8,4.99425715,5,3,1.40088627557,4,0,2.733
361,Mathewstad,Micronesia,Asia,5,5.7925694,1.95758083818,3.1617586,6.0,2.2720908360171865,0.7344901,6.686734080297391,2,0,3.045,5,7,4.39728,0,3.77755536359,2.23293166500673
362,Brownville,Switzerland,Asia,4,1,2.11650522645808,1.8720539,4.7,4,0,1,1.3807937,1,0.5643711037797,6.796858459,2.1963970442935,2,4,1,7
